,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
292,,House,Penthouse,950000,No,3,None,0,0,None,,None,None,None,3,None,As new
293,,House,Penthouse,1250000,No,3,None,0,0,None,,None,None,None,3,None,Good
294,,House,Penthouse,1390000,No,3,None,0,,None,,None,None,None,2,None,As new
295,,House,Penthouse,2500000,No,3,None,0,,None,,None,None,None,,None,As new
296,,House,GREENSIDE,From 430000 To 1249000,No,,None,0,,None,,None,None,None,,None,
297,,House,Penthouse,489000,No,2,None,1,,None,,None,None,None,,None,As new
298,,House,Penthouse,489000,No,2,None,1,,None,,None,None,None,,None,As new
299,,House,Penthouse,780000,No,3,None,0,0,None,,None,None,None,,None,As new
300,,House,Penthouse,1450000,No,2,None,0,0,None,,None,None,None,,None,As new
301,,House,Penthouse,2150000,No,3,None,0,0,None,,None,None,None,4,None,As new
302,,House,Penthouse,419000,No,2,None,0,1,None,1,None,None,None,3,None,Good
303,,House,Penthouse,1700000,No,3,None,0,0,None,,None,None,None,,None,As new
304,,House,Penthouse,1900000,No,3,None,0,0,None,,None,None,None,,None,As new
