,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
239,,House,Loft,450000,No,3,290,1,0,None,,None,None,None,1,None,As new
240,,House,Loft,375000,No,2,131,0,0,None,1,None,None,None,2,None,As new
241,,House,Loft,226557,No,,meters,0,0,None,,None,None,None,,None,As new
242,,House,Loft,479000,No,2,298,1,0,None,,None,None,None,2,None,
243,,House,Loft,750000,No,3,128,1,0,None,,None,None,None,2,None,
244,,House,Loft,290000,No,,,0,,None,,None,None,None,,None,
245,,House,Loft,385000,No,3,170,0,0,None,,None,None,None,,None,Just renovated
246,,House,Loft,95000,No,1,46,0,0,None,,None,None,None,2,None,Just renovated
247,,House,Loft,510000,No,3,400,1,0,None,1,None,None,None,,None,As new
248,2000 Antwerpen,House,Loft,3795000,No,4,1120,0,,None,,None,None,None,2,None,
249,,House,Loft,329000,No,3,400,1,0,None,1,None,None,None,,None,As new
250,,House,Loft,349000,No,,meters,0,,None,,None,None,None,2,None,To renovate
251,,House,Loft,450000,No,5,315,0,0,None,,None,None,None,3,None,Good
252,,House,Loft,202000,No,,meters,0,0,None,,None,None,None,2,None,
253,,House,Loft,439258,No,2,260,0,,None,,None,None,None,2,None,
254,DISON,House,Loft,154500,No,2,195,0,,None,,None,None,None,2,None,
255,Bruxelles (19 communes),House,Loft,175000,No,3,174,0,,None,,None,None,None,2,None,To renovate
256,Bruxelles (19 communes),House,Loft,239500,No,4,213,0,,None,,None,None,None,2,None,To renovate
257,,House,Loft,247104,No,,,0,,None,,None,None,None,,None,As new
258,,House,Loft,262656,No,,,0,,None,,None,None,None,,None,As new
259,,House,Loft,439258,No,2,260,0,,None,,None,None,None,2,None,
260,,House,Loft,850000,No,,,0,0,None,,None,None,None,2,None,As new
261,,House,Loft,325000,No,2,212,0,,None,,None,None,None,,None,
262,centrum Leuven,House,Loft,699000,No,2,280,0,0,None,,None,None,None,2,None,Good
263,,House,Loft,1150000,No,4,400,0,,None,1,None,None,None,,None,Just renovated
264,,House,Loft,689000,No,3,210,0,,None,,None,None,None,2,None,As new
265,,House,Loft,105000,No,,meters,0,0,None,,None,None,None,3,None,As new
266,,House,Loft,2500,No,2,,0,0,None,,None,None,None,2,None,
267,,House,Loft,159500,No,,meters,0,0,None,,None,None,None,4,None,
268,,House,Loft,975000,No,2,226,0,,None,1,None,None,None,,None,
269,,House,Loft,164500,No,,meters,0,0,None,,None,None,None,4,None,
270,,House,Loft,179500,No,3,255,0,0,None,,None,None,None,4,None,
271,,House,Loft,250000,No,1,,0,,None,,None,None,None,,None,
272,,House,Loft,325000,No,,meters,0,,None,,None,None,None,,None,As new
273,,House,Loft,230000,No,3,185,1,0,None,,None,None,None,4,None,
