,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
313,,House,Exceptional,650000,No,3,320,1,,None,,None,None,None,4,None,As new
314,Olne,House,Exceptional,895000,No,6,470,0,,None,1,None,None,None,4,None,Good
315,,House,Exceptional,1290000,No,7,527,1,0,None,1,None,None,None,4,None,As new
316,,House,Exceptional,527000,No,4,276,0,,None,,None,None,None,4,None,As new
317,,House,Exceptional,527000,No,4,276,0,,None,,None,None,None,4,None,As new
318,,House,Exceptional,685000,No,6,390,1,,None,1,None,None,None,4,None,Good
319,Rijkevorsel,House,Exceptional,239000,Yes,1,95,0,0,None,1,None,None,None,3,None,To renovate
320,,House,Exceptional,435000,No,5,,0,0,None,,None,None,None,4,None,As new
321,,House,Exceptional,2300000,No,5,482,0,0,None,,None,None,None,4,None,Good
322,,House,Exceptional,590000,No,3,140,0,0,None,,None,None,None,3,None,As new
